,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,@@,@@,@@,@@,@@,@@,@@,@@,@@,@@,@@,@@,@@,@@,@@,@@,@@,@@,@@,@@,@@,@@,@@,@@,@@,@@,@@,@@,@@,@@,@@,@@,@@,@@,@@,@@,@@,@@,@@,@@,@@,@@,@@,@@,@@,@@,,
,,@@,,,,water_top_right_01,water_top_01,water_top_01,water_top_01,water_top_01,water_top_left_01,outside_metal_fence_1,outside_metal_fence_1,outside_metal_fence_1,outside_metal_fence_1,outside_metal_fence_1,outside_metal_fence_1,outside_metal_fence_1,outside_metal_fence_1,outside_metal_fence_1,,asphalt_right_01,@@,factory_industrial_pipe_left,factory_industrial_pipe_middle,factory_industrial_pipe_valve,factory_industrial_pipe_right,misc_barrel,@@,house_shink,medical_cupboard_01,lab_cupboard_01,medical_cupboard_01,house_computer,lab_cupboard_01,house_bed,medical_cupboard_01,house_bed,@@,,outside_metal_fence_1,,outside_metal_fence_1,,outside_metal_fence_1,,@@,,
,,@@,,garden_tree_11,water_top_right_01,water_01,water_01,water_01,water_01,water_01,water_01,water_top_left_01,petrol_full_top_right_01,petrol_top_01,petrol_top_01,petrol_full_top_left_01,misc_barrel,garden_grass_1,,outside_metal_door_01_close,,asphalt_right_01,@@,,,,,misc_barrel,@@,,,,,,,,,,@@,outside_metal_door_01_close,outside_metal_fence_1,outside_metal_door_01_close,outside_metal_fence_1,outside_metal_door_01_close,outside_metal_fence_1,outside_metal_door_01_close,@@,,
,,@@,,water_top_right_01,water_01,water_01,water_01,water_01,water_01,water_01,water_01,water_left_01,petrol_full_right_01,petrol_01,petrol_01,petrol_01,petrol_horizontal_middle_01,petrol_horizontal_middle_01,petrol_bottom_left_01,outside_metal_fence_1,garden_dirty_1,asphalt_right_01,@@,,,factory_industrial_pipe_left,factory_industrial_pipe_valve,factory_industrial_pipe_right,@@,military_radio,house_computer,,,,lab_cupboard_01,house_bed,medical_cupboard_01,house_bed,@@,,,,,,,,@@,,
,,@@,,water_right_01,water_01,water_01,water_01,water_01,water_01,water_01,water_01,water_left_01,outside_metal_fence_1,petrol_right_01,petrol_01,petrol_left_01,factory_industrial_pipe_left,factory_industrial_pipe_right,petrol_vertical_01,outside_metal_fence_1,,asphalt_right_01,@@,@@,door_02_close,@@,@@,@@,@@,@@,@@,door_02_close,@@,wall_glass_01,wall_glass_01,wall_glass_01,wall_glass_01,wall_glass_01,@@,,outside_metal_fence_1,outside_metal_door_01_close,outside_metal_fence_1,outside_metal_door_01_close,outside_metal_fence_1,outside_metal_door_01_close,@@,,
,,@@,,water_right_01,water_01,water_01,water_01,water_bottom_01,water_bottom_01,water_bottom_01,water_bottom_01,water_bottom_left_01,outside_metal_fence_1,petrol_full_right_01,petrol_01,petrol_full_bottom_left_01,factory_industrial_pipe_left,factory_industrial_pipe_right,petrol_vertical_01,outside_metal_fence_1,,asphalt_right_01,,,,@@,house_small_library,,house_computer,house_bench,@@,,@@,house_computer,house_computer,medical_cupboard_01,medical_cupboard_01,medical_cupboard_01,@@,,outside_metal_fence_1,,outside_metal_fence_1,,outside_metal_fence_1,,@@,,
,,@@,,water_right_01,water_01,water_01,water_left_01,,garden_stone,,,,outside_metal_fence_1,outside_metal_fence_1,petrol_top_right_01,petrol_horizontal_01,petrol_horizontal_01,petrol_horizontal_01,petrol_top_left_01,outside_metal_fence_1,,asphalt_right_01,,,,@@,,,,,door_02_close,,door_02_close,,,,,,@@,,house_bench,@@,@@,@@,@@,@@,@@,,
,,@@,,water_bottom_right_01,water_01,water_01,water_left_01,,,garden_dirty_1,,garden_tree_6,,outside_metal_fence_1,outside_metal_fence_1,outside_metal_fence_1,outside_metal_fence_1,outside_metal_fence_1,outside_metal_fence_1,outside_metal_fence_1,,asphalt_right_01,garden_grass_3,,,@@,wall_glass_01,@@,door_02_close,@@,@@,@@,@@,wall_glass_01,wall_glass_01,wall_glass_01,wall_glass_01,wall_glass_01,@@,door_02_close,@@,@@,,,,,@@,,
,,@@,,,water_bottom_right_01,water_bottom_01,water_bottom_left_01,,garden_tree_6,,,,garden_dirty_1,,,garden_grass_3,,,,,,asphalt_right_01,,,,misc_sign,,,,,,,,,,garden_stone,,,,,,door_02_close,,crate,crate,,@@,,
,,@@,,garden_grass_1,,,garden_tree_11,,,,,,,,,,,,,,,asphalt_right_01,,,,garden_dirty_1,,,,,,,garden_dirty_1,,,,,,,garden_grass_1,,window_02_close,,crate,crate,,@@,,
,,@@,,,,,,,garden_dirty_1,,,,asphalt_top_right_01,asphalt_top_01,asphalt_top_01,asphalt_top_01,asphalt_top_01,asphalt_top_01,asphalt_top_01,asphalt_top_01,asphalt_top_01,asphalt_01,,,,misc_sign,,,,garden_grass_3,,,,,,,,,,,,@@,,,,,@@,,
,,@@,@@,@@,@@,@@,@@,@@,@@,@@,@@,@@,outside_metal_fence_1,outside_metal_door_01_close,outside_metal_fence_1,outside_metal_fence_1,outside_metal_fence_1,outside_metal_fence_1,outside_metal_fence_1,outside_metal_fence_1,outside_metal_fence_1,outside_metal_fence_1,@@,door_02_close,@@,window_02_open,@@,@@,@@,@@,misc_sign,misc_sign,,@@,@@,window_02_close,@@,@@,window_02_close,@@,@@,window_02_close,@@,@@,window_02_close,@@,@@,,
,,@@,,,,,,,,,,@@,crate,,,,,garden_dirty_1,,,,,@@,,house_table,house_bench,@@,military_crate,military_radio,@@,,garden_grass_1,,@@,house_wardrobe,house_bed,,house_wardrobe,house_bed,,house_wardrobe,house_bed,,house_wardrobe,house_bed,,@@,,
,,@@,house_bench,house_table,,house_wardrobe,,store_sale_02,,store_sale_01,,@@,crate,crate,misc_barrel,misc_barrel,garden_grass_1,,,,,garden_dirty_1,@@,,,,door_02_close,,house_bench,@@,,,,window_02_close,,,,,,,,,,,,,@@,,
,,@@,house_bench,house_table,,house_wardrobe,,store_sale_02,,store_sale_01,,@@,@@,@@,@@,@@,@@,@@,@@,@@,,,@@,@@,@@,@@,@@,@@,@@,@@,,,,@@,house_wardrobe,house_bed,,house_wardrobe,house_bed,,house_wardrobe,house_bed,,house_wardrobe,house_bed,,@@,,
