,,garden_tree_1,,,,,,,
,wall_01_broke,,,garden_grass_3,garden_dirty_3,garden_tree_8,garden_tree_8,garden_grass_1,
,garden_tree_1,garden_grass_1,,@,window_01_broke_barricate,@,@,garden_grass_1,garden_tree_3
,garden_dirty_1,,garden_tree_3,@,garden_dirty_1,garden_tree_11,@,garden_grass_3,
,,wall_01_part_right_top,@,@,garden_grass_3,stair_down_left,@,garden_tree_3,
garden_grass_3,,,military_radio,lab_cupboard_01,,garden_dirty_1,window_01_close,garden_dirty_1,garden_dirty_2
,wall_01_broke,,,wall_01_part_right,garden_grass_1,,@,,garden_tree_4
,,garden_grass_1,garden_dirty_1,@,window_01_broke_barricate,door_02_broke_barricate,@,@,
garden_grass_3,garden_dirty_3,garden_tree_3,,,,garden_grass_3,garden_dirty_2,wall_01_part_right_top,garden_dirty_1
,,,garden_grass_1,,garden_dirty_1,,,garden_tree_3,
