,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,@@,@@,@@,@@,window_02_close,@@,@@,@@,@@,@@,window_02_close,@@,@@,@@,@@,@@,window_02_close,@@,@@,@@,@@,@@,@@,window_02_close,@@,window_02_close,@@,@@,@@
,window_02_close,house_bench,,,,crate,medical_cupboard_01,house_fridge,house_fridge,@@,house_bench,store_sale_02,crate,crate,@@,house_bath,,@@,house_shink,house_stove,@@,house_library,house_small_library,,door_02_close,,@@,house_toilet,@@
,@@,house_table,house_table,house_table,,,,,,door_02_close,,,,crate,@@,house_toilet,,@@,,house_fridge,@@,,,,@@,,@@,,@@
,@@,store_sale_02,,,,,,,,@@,door_02_close,@@,@@,@@,@@,house_shink,,@@,door_02_open,@@,@@,house_bed,house_computer,house_wardrobe,@@,,@@,door_02_close,@@
,@@,store_sale_01,,house_wardrobe,house_wardrobe,house_wardrobe,,house_library,house_library,@@,,,misc_oil_pump_02,misc_oil_pump_01,,@@,door_02_close,@@,,house_cupboard_01,@@,@@,@@,@@,@@,,house_table,,@@
asphalt_01,@@,@@,door_02_close,@@,@@,@@,window_02_close,@@,@@,@@,road_bottom_01,road_bottom_01,road_sewer_bottom_01,road_bottom_01,road_bottom_01,window_02_close,,,,house_bench,@@,house_stove,house_shink,house_cupboard_01,@@,,house_bench,,window_02_close
asphalt_01,,,,,,,,,,,,,,,,@@,house_computer,,house_wardrobe,house_bed,@@,,,,door_02_open,,,,@@
asphalt_01,,,,,,,,,,,,,,,,@@,@@,door_02_close,@@,window_02_close,@@,@@,window_02_close,@@,@@,door_02_close,@@,window_02_close,@@
asphalt_01,dirty_top_right_01,dirty_top_01,dirty_top_01,dirty_top_01,dirty_top_01,dirty_top_01,dirty_top_01,dirty_top_01,dirty_top_01,dirty_top_01,dirty_top_01,dirty_top_01,dirty_top_01,dirty_top_01,dirty_top_01,dirty_top_01,dirty_top_01,dirty_top_01,dirty_top_01,dirty_top_01,dirty_top_01,dirty_top_01,dirty_top_01,dirty_top_01,dirty_top_01,dirty_top_01,dirty_top_01,dirty_top_left_01,
asphalt_01,dirty_right_01,,,,,,,,,,,,,,,,,,,,,,,,,,,dirty_left_01,
asphalt_01,dirty_bottom_right_01,dirty_bottom_01,dirty_01,dirty_bottom_01,dirty_bottom_01,dirty_bottom_01,dirty_bottom_01,dirty_bottom_01,dirty_bottom_01,dirty_bottom_01,dirty_bottom_01,dirty_01,dirty_bottom_01,dirty_bottom_01,dirty_bottom_01,dirty_bottom_01,dirty_bottom_01,dirty_bottom_01,dirty_bottom_01,dirty_bottom_01,dirty_bottom_01,dirty_bottom_01,dirty_bottom_01,dirty_bottom_01,dirty_bottom_01,dirty_bottom_01,dirty_bottom_01,dirty_bottom_left_01,
asphalt_01,,garden_dirty_2,dirty_river_vertical_01,garden_dirty_2,,,garden_dirty_1,,,,garden_dirty_2,dirty_river_vertical_01,garden_dirty_2,,,outside_wooden_fence_2,outside_wooden_fence_2,outside_wooden_fence_2,outside_wooden_fence_2,outside_wooden_fence_2,@@,@@,window_02_close,door_02_close,@@,door_02_close,window_02_close,@@,@@
