bg,bg,bg,bg,bg,bg,bg,bg,bg,bg
bg,bg,bg,bg,bg,bg,bg,bg,house_floor_01,bg
bg,bg,bg,bg,bg,house_floor_01,house_floor_01,house_floor_01,house_floor_01,bg
bg,bg,bg,bg,bg,bg,bg,bg,bg,bg
bg,house_floor_01,house_floor_01,bg,bg,bg,bg,bg,bg,bg
bg,house_floor_01,bg,bg,bg,bg,bg,bg,bg,bg
bg,house_floor_01,bg,bg,bg,bg,bg,house_floor_01,house_floor_01,bg
bg,house_floor_01,bg,bg,bg,bg,bg,bg,bg,bg
bg,house_floor_01,bg,bg,bg,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01
bg,bg,bg,bg,bg,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01
