bg_grass,bg_grass,bg_grass,bg_grass,bg_grass,bg_grass,bg_grass,bg_grass,bg_grass,bg_grass
bg_grass,bg_grass,bg_grass,bg_grass,bg_grass,bg_grass,bg_grass,bg_grass,bg_grass,bg_grass
bg_grass,bg_grass,bg_grass,bg_grass,bg_grass,bg_grass,bg_grass,bg_grass,bg_grass,bg_grass
bg_grass,bg_grass,bg_grass,bg_grass,bg_grass,bg_grass,bg_grass,bg_grass,bg_grass,bg_grass
bg_grass,bg_grass,bg_grass,bg_grass,bg_grass,bg_grass,bg_grass,bg_grass,bg_grass,bg_grass
bg_grass,bg_grass,bg_grass,bg_grass,bg_grass,bg_grass,bg_grass,bg_grass,bg_grass,bg_grass
bg_grass,bg_grass,bg_grass,bg_grass,bg_grass,bg,bg,bg,bg,bg_grass
bg_grass,bg_grass,bg_grass,bg_grass,bg_grass,bg,bg,bg,bg,bg_grass
bg_grass,bg_grass,bg_grass,bg_grass,bg_grass,bg,house_floor_01,house_floor_01,bg,bg_grass
bg_grass,bg_grass,bg_grass,bg_grass,bg_grass,bg,bg,bg,bg,bg_grass
